2.68	24.00	56.00	73.00	0.01	-0.05	0.01	9.02	0.11	-0.25
2.72	23.00	58.00	73.00	0.01	-0.03	0.01	9.02	0.07	-0.24
2.76	23.00	59.00	73.00	0.01	-0.01	0.01	9.03	0.06	-0.23
2.8	24.00	60.00	72.00	0.01	0.01	0.01	9.03	0.06	-0.23
2.84	25.00	61.00	72.00	0.00	0.02	0.01	9.03	0.06	-0.23
2.88	27.00	61.00	72.00	0.00	0.04	0.01	9.03	0.06	-0.23
2.92	29.00	61.00	71.00	0.00	0.04	0.01	9.03	0.08	-0.23
2.96	30.00	62.00	70.00	0.00	0.03	0.01	9.03	0.08	-0.24
3	31.00	62.00	69.00	0.00	0.03	0.01	9.02	0.09	-0.25
3.04	34.00	63.00	67.00	0.00	0.03	0.01	9.02	0.09	-0.25
3.08	36.00	64.00	66.00	0.00	0.03	0.01	9.02	0.10	-0.25
3.12	39.00	65.00	64.00	0.00	0.02	0.01	9.02	0.10	-0.25
3.16	40.00	65.00	64.00	0.01	0.01	0.02	9.02	0.10	-0.25
3.2	41.00	65.00	64.00	0.01	0.01	0.02	9.02	0.10	-0.25
3.24	41.00	65.00	64.00	0.01	0.01	0.02	9.02	0.10	-0.25
3.28	40.00	65.00	64.00	0.01	0.01	0.02	9.02	0.10	-0.25
3.32	40.00	66.00	64.00	0.01	0.02	0.02	9.02	0.09	-0.24
3.36	39.00	66.00	65.00	0.01	0.02	0.01	9.02	0.09	-0.24
3.4	39.00	66.00	65.00	0.01	0.02	0.01	9.02	0.09	-0.23
3.44	38.00	65.00	66.00	0.01	0.02	0.01	9.01	0.08	-0.23
3.48	38.00	64.00	68.00	0.01	0.04	0.01	8.98	0.08	-0.22
3.52	41.00	61.00	68.00	0.01	0.10	0.01	8.98	0.10	-0.22
3.56	45.00	59.00	68.00	0.01	0.12	0.01	8.98	0.16	-0.22
3.6	48.00	58.00	68.00	0.00	0.12	0.01	9.00	0.19	-0.23
3.64	53.00	58.00	62.00	-0.03	0.17	0.01	9.00	0.23	-0.23
3.68	57.00	58.00	52.00	-0.08	0.19	0.00	9.05	0.31	-0.26
3.72	60.00	59.00	42.00	-0.09	0.22	0.00	9.20	0.39	-0.32
3.76	60.00	59.00	35.00	-0.17	0.22	0.02	9.20	0.48	-0.40
3.8	59.00	58.00	30.00	-0.56	0.37	0.05	10.84	0.76	-0.41
3.84	53.00	50.00	26.00	-1.71	0.37	0.16	11.26	0.76	-0.77
3.88	41.00	33.00	23.00	-2.66	0.37	0.21	14.68	0.96	-1.95
3.92	25.00	20.00	21.00	-3.91	1.14	0.73	14.68	0.59	-8.42
3.96	14.00	16.00	18.00	-3.91	1.14	0.83	14.08	1.16	-9.57
4	10.00	14.00	16.00	-2.29	-0.40	1.19	13.93	1.16	-9.57
4.04	8.00	11.00	15.00	-2.05	-0.61	2.15	11.72	2.26	-7.30
4.08	6.00	9.00	14.00	-2.01	-0.73	2.15	10.47	2.75	-2.22
4.12	4.00	7.00	12.00	-0.42	-0.73	0.32	6.83	2.26	2.55
4.16	3.00	6.00	11.00	0.93	-0.43	-0.91	5.12	1.25	2.55
4.2	3.00	5.00	11.00	1.46	-0.40	-0.91	3.46	0.59	2.43
4.24	3.00	5.00	10.00	2.06	0.09	-0.55	3.42	0.09	2.25
4.28	2.00	4.00	9.00	2.89	0.34	-0.50	3.42	-0.59	0.67
4.32	2.00	3.00	9.00	2.89	0.36	-0.49	3.68	-0.71	-2.52
4.36	1.00	3.00	8.00	2.76	0.34	-0.11	5.54	-0.71	-4.48
4.4	1.00	2.00	8.00	2.71	0.32	-0.10	6.90	-0.71	-7.33
4.44	1.00	2.00	8.00	1.94	0.27	-0.11	9.20	-0.69	-7.63
4.48	1.00	1.00	7.00	1.22	0.00	-0.44	9.31	-0.33	-7.63
4.52	1.00	1.00	7.00	0.85	-0.03	-0.44	9.31	-0.04	-6.18
4.56	0.00	0.00	6.00	0.72	-0.03	-0.37	9.23	0.62	-4.98
4.6	0.00	0.00	6.00	0.36	-0.02	-0.37	9.23	0.92	-3.55
4.64	0.00	0.00	6.00	0.24	-0.02	-0.45	9.26	1.06	-1.74
4.68	0.00	0.00	5.00	0.14	-0.31	-0.45	10.46	0.92	-1.74
4.72	0.00	4.00	4.00	0.24	-0.31	-0.20	10.46	-0.06	-2.66
4.76	1.00	10.00	4.00	0.29	-0.25	-0.04	9.34	-0.06	-2.66
4.8	2.00	13.00	4.00	0.29	-0.16	-0.01	9.29	0.10	-1.02
4.84	7.00	17.00	6.00	0.08	-0.05	-0.01	9.10	0.16	-0.40
4.88	11.00	22.00	8.00	0.00	-0.05	-0.01	9.07	0.17	-0.36
4.92	11.00	25.00	14.00	0.00	-0.12	-0.01	9.05	0.17	-0.34
4.96	11.00	30.00	28.00	0.02	-0.12	-0.01	9.05	0.08	-0.34
5	12.00	31.00	37.00	0.03	-0.01	-0.01	9.07	0.06	-0.29
5.04	15.00	32.00	46.00	0.03	0.03	-0.01	9.07	0.05	-0.29
5.08	20.00	34.00	56.00	0.03	0.06	-0.01	9.07	0.06	-0.26
5.12	26.00	38.00	63.00	0.03	0.08	0.00	9.06	0.11	-0.25
5.16	31.00	40.00	68.00	0.03	0.08	0.00	9.06	0.14	-0.24
5.2	33.00	41.00	72.00	0.03	0.08	0.00	9.04	0.16	-0.23
5.24	38.00	41.00	73.00	0.01	0.14	0.00	9.03	0.20	-0.23
5.28	42.00	40.00	74.00	0.00	0.18	-0.01	9.00	0.25	-0.23
5.32	46.00	38.00	74.00	-0.02	0.20	-0.01	9.00	0.32	-0.24
5.36	49.00	36.00	72.00	-0.02	0.20	-0.01	8.97	0.40	-0.25
5.4	52.00	36.00	71.00	-0.02	0.15	-0.01	8.96	0.48	-0.25
5.44	53.00	37.00	71.00	-0.01	0.05	0.00	8.96	0.50	-0.27
5.48	54.00	38.00	71.00	0.00	0.03	0.00	8.96	0.51	-0.28
5.52	54.00	39.00	71.00	0.00	-0.01	0.01	8.96	0.50	-0.28
5.56	54.00	41.00	71.00	0.01	-0.01	0.01	8.96	0.49	-0.28
5.6	55.00	42.00	71.00	0.01	0.00	0.01	8.96	0.47	-0.27
5.64	55.00	42.00	71.00	0.00	0.02	0.01	8.96	0.47	-0.27
5.68	56.00	42.00	69.00	0.00	0.04	0.01	8.95	0.47	-0.27
5.72	57.00	42.00	68.00	-0.01	0.08	0.01	8.95	0.50	-0.27
5.76	58.00	40.00	66.00	-0.01	0.11	0.00	8.95	0.53	-0.29
5.8	60.00	39.00	65.00	-0.01	0.11	0.00	8.95	0.57	-0.29
5.84	60.00	39.00	65.00	0.00	0.05	0.00	8.94	0.58	-0.30
5.88	60.00	39.00	66.00	0.02	-0.06	0.01	8.94	0.58	-0.30
5.92	58.00	40.00	68.00	0.03	-0.07	0.02	8.96	0.53	-0.29
5.96	57.00	42.00	70.00	0.03	-0.07	0.02	8.96	0.48	-0.27
6	57.00	43.00	70.00	0.02	-0.03	0.01	8.96	0.46	-0.27
6.04	57.00	44.00	70.00	0.02	-0.02	0.01	8.97	0.44	-0.26
6.08	57.00	44.00	70.00	0.01	0.01	0.01	8.97	0.44	-0.26
6.12	57.00	44.00	71.00	0.01	0.01	0.01	8.97	0.44	-0.26
6.16	56.00	45.00	71.00	0.01	0.00	0.01	8.97	0.43	-0.27
6.2	55.00	45.00	72.00	0.02	0.00	0.01	8.97	0.42	-0.26
6.24	54.00	44.00	72.00	0.02	0.00	0.01	8.96	0.42	-0.27
6.28	53.00	44.00	72.00	0.01	0.00	0.00	8.96	0.42	-0.27
6.32	53.00	43.00	73.00	0.01	0.00	0.00	8.96	0.41	-0.27
6.36	52.00	43.00	73.00	0.01	0.00	0.00	8.96	0.41	-0.27
6.4	52.00	43.00	72.00	0.01	0.01	0.00	8.95	0.39	-0.26
6.44	53.00	43.00	67.00	0.01	0.05	0.00	8.97	0.39	-0.26
6.48	56.00	45.00	58.00	-0.02	0.09	0.00	9.01	0.42	-0.27
6.52	59.00	49.00	46.00	-0.11	0.13	0.00	9.15	0.46	-0.31
6.56	59.00	51.00	37.00	-0.13	0.13	0.03	9.16	0.53	-0.38
6.6	58.00	51.00	32.00	-0.53	0.17	0.06	10.81	0.77	-0.43
6.64	51.00	45.00	27.00	-1.67	0.17	0.15	10.90	0.77	-0.77
6.68	41.00	30.00	24.00	-2.24	0.17	0.22	13.63	0.87	-1.79
6.72	26.00	19.00	22.00	-3.53	0.98	1.13	15.73	0.84	-7.73
6.76	17.00	15.00	19.00	-3.53	0.98	2.04	15.73	0.84	-10.01
6.8	13.00	12.00	17.00	-2.91	-0.56	2.04	14.25	0.84	-10.01
6.84	10.00	10.00	16.00	-2.77	-0.75	2.03	11.59	0.73	-6.41
6.88	8.00	8.00	15.00	-2.06	-1.04	1.29	9.44	1.55	-0.66
6.92	6.00	7.00	14.00	-0.45	-1.04	0.00	7.45	1.37	2.77
6.96	6.00	6.00	13.00	0.70	-0.33	-0.86	5.30	1.37	2.77
7	6.00	5.00	12.00	1.39	-0.01	-0.86	4.19	0.49	2.50
7.04	4.00	4.00	11.00	1.99	0.14	-0.75	3.97	0.35	2.15
7.08	3.00	3.00	10.00	2.64	0.27	-0.72	3.97	0.49	0.75
7.12	3.00	3.00	10.00	2.80	0.60	-0.68	5.18	0.35	-1.27
7.16	3.00	2.00	9.00	2.80	0.60	-0.43	6.43	0.04	-2.97
7.2	3.00	2.00	8.00	2.76	0.45	-0.43	7.25	0.03	-5.59
7.24	2.00	2.00	8.00	2.07	0.45	-0.71	8.33	-0.03	-7.57
7.28	2.00	1.00	8.00	1.56	0.32	-0.71	9.21	0.00	-7.57
7.32	1.00	1.00	7.00	1.23	0.07	-0.57	9.21	0.00	-7.50
7.36	1.00	1.00	7.00	0.72	-0.04	-0.57	8.54	0.75	-6.79
7.4	1.00	1.00	6.00	0.09	-0.05	-0.57	8.54	0.75	-6.79
7.44	2.00	6.00	6.00	-0.03	-0.11	-0.34	8.20	-0.15	-5.63
7.48	3.00	11.00	5.00	-0.03	-0.26	-0.18	9.70	-0.15	-2.79
7.52	6.00	16.00	5.00	0.12	-0.13	-0.06	9.33	0.25	-1.01
7.56	13.00	21.00	5.00	0.12	-0.13	-0.02	9.33	0.26	-0.46
7.6	17.00	27.00	5.00	0.01	-0.10	-0.01	9.15	0.25	-0.38
7.64	17.00	29.00	5.00	0.01	-0.10	0.00	9.04	0.24	-0.34
7.68	17.00	31.00	7.00	0.01	-0.10	0.00	9.04	0.18	-0.34
7.72	19.00	33.00	25.00	0.02	-0.06	0.00	9.11	0.11	-0.34
7.76	20.00	34.00	29.00	0.03	-0.03	0.00	9.11	0.10	-0.29
7.8	21.00	37.00	36.00	0.03	-0.01	0.00	9.05	0.10	-0.29
7.84	24.00	41.00	49.00	0.06	0.02	0.00	9.05	0.10	-0.26
7.88	29.00	46.00	59.00	0.06	0.03	0.00	9.07	0.10	-0.25
7.92	32.00	48.00	66.00	0.05	0.03	0.01	9.09	0.10	-0.23
7.96	32.00	50.00	70.00	0.03	0.03	0.01	9.09	0.11	-0.21
8	32.00	51.00	72.00	0.02	0.03	0.01	9.05	0.11	-0.19
8.04	34.00	52.00	73.00	0.00	0.06	0.01	9.04	0.12	-0.19
8.08	36.00	52.00	73.00	-0.01	0.07	0.01	9.04	0.15	-0.19
8.12	38.00	52.00	74.00	-0.01	0.07	0.01	9.04	0.17	-0.21
8.16	40.00	53.00	73.00	-0.01	0.06	0.01	9.03	0.19	-0.21
8.2	43.00	54.00	71.00	-0.01	0.05	0.01	9.02	0.21	-0.22
8.24	45.00	55.00	69.00	-0.01	0.05	0.01	9.02	0.23	-0.22
8.28	46.00	55.00	69.00	0.00	0.02	0.01	9.03	0.23	-0.22
8.32	46.00	55.00	70.00	0.01	0.00	0.01	9.03	0.23	-0.23
8.36	46.00	56.00	70.00	0.01	0.00	0.01	9.03	0.22	-0.23
8.4	47.00	57.00	70.00	0.01	0.00	0.01	9.03	0.21	-0.22
8.44	47.00	58.00	70.00	0.01	0.01	0.01	9.03	0.21	-0.22
8.48	48.00	58.00	69.00	0.01	0.02	0.01	9.03	0.21	-0.21
8.52	49.00	59.00	69.00	0.01	0.02	0.01	9.04	0.21	-0.21
8.56	49.00	59.00	69.00	0.01	0.02	0.01	9.04	0.21	-0.21
8.6	49.00	60.00	69.00	0.01	0.02	0.02	9.04	0.20	-0.20
8.64	50.00	60.00	69.00	0.01	0.03	0.02	9.03	0.20	-0.20
8.68	50.00	60.00	68.00	0.01	0.03	0.02	9.02	0.22	-0.20
8.72	50.00	60.00	68.00	0.01	0.03	0.02	9.02	0.22	-0.19
8.76	51.00	60.00	68.00	0.01	0.02	0.02	9.01	0.22	-0.19
8.8	51.00	60.00	66.00	0.00	0.02	0.02	9.01	0.22	-0.19
8.84	53.00	59.00	62.00	0.00	0.08	0.01	9.01	0.23	-0.19
8.88	56.00	59.00	55.00	-0.03	0.08	0.01	9.03	0.27	-0.20
8.92	58.00	59.00	46.00	-0.07	0.11	0.00	9.08	0.29	-0.24
8.96	60.00	59.00	37.00	-0.07	0.13	0.00	9.16	0.33	-0.29
9	60.00	59.00	34.00	-0.16	0.17	0.02	9.18	0.41	-0.36
9.04	58.00	58.00	28.00	-0.62	0.27	0.05	10.92	0.65	-0.44
9.08	50.00	54.00	26.00	-1.67	0.27	0.14	11.02	0.83	-0.79
9.12	36.00	32.00	23.00	-2.45	0.27	0.27	14.76	1.55	-2.06
9.16	22.00	22.00	21.00	-2.45	0.04	0.92	14.76	1.55	-4.06
9.2	19.00	18.00	19.00	-2.17	-0.16	1.10	14.09	-0.04	-8.48
9.24	16.00	15.00	18.00	-2.17	-0.53	1.10	12.13	-0.04	-8.48
9.28	13.00	13.00	17.00	-2.33	-0.53	1.35	12.13	0.07	-5.39
9.32	10.00	11.00	16.00	-2.33	-0.51	1.35	10.76	0.71	-1.34
9.36	9.00	10.00	15.00	-0.89	-0.48	0.37	7.94	0.89	1.72
9.4	8.00	8.00	14.00	0.42	-0.24	-0.37	6.61	0.89	1.82
9.44	7.00	8.00	13.00	0.95	-0.02	-0.37	5.46	0.45	1.83
9.48	6.00	6.00	11.00	1.54	0.24	-0.19	5.18	0.45	1.83
9.52	5.00	5.00	11.00	2.15	0.53	-0.19	4.70	0.38	0.94
9.56	5.00	5.00	10.00	2.26	0.53	-0.59	5.18	0.29	-0.44
9.6	4.00	4.00	9.00	2.61	0.57	-0.62	6.27	0.29	-1.25
9.64	4.00	3.00	9.00	2.61	0.53	-0.73	6.88	0.39	-3.66
9.68	4.00	3.00	8.00	2.00	0.53	-0.81	7.12	0.39	-5.99
9.72	3.00	3.00	8.00	1.34	0.34	-0.81	7.82	-0.22	-6.36
9.76	3.00	2.00	7.00	1.25	-0.07	-0.68	8.46	-0.26	-6.82
9.8	3.00	2.00	7.00	0.82	-0.18	-0.68	8.46	-0.26	-6.82
9.84	3.00	2.00	7.00	0.14	-0.32	-0.57	8.46	-0.69	-7.33
9.88	3.00	8.00	6.00	0.14	-0.32	-0.57	9.67	-0.11	-6.62
9.92	5.00	12.00	5.00	0.20	-0.27	-0.21	9.67	-0.08	-3.80
9.96	9.00	19.00	5.00	0.20	-0.14	-0.05	9.51	0.08	-1.17
10	12.00	23.00	17.00	0.05	-0.14	-0.02	9.32	0.11	-0.53
10.04	13.00	28.00	18.00	0.01	-0.14	0.00	9.16	0.11	-0.36
10.08	13.00	31.00	23.00	0.01	-0.08	0.00	9.09	0.07	-0.32
10.12	15.00	37.00	44.00	0.06	0.03	-0.01	9.04	0.07	-0.25
10.16	20.00	39.00	55.00	0.07	0.05	-0.01	9.09	0.07	-0.23
10.2	27.00	44.00	66.00	0.06	0.09	0.00	9.09	0.09	-0.19
10.24	33.00	47.00	70.00	0.03	0.11	0.00	9.09	0.14	-0.17
10.28	38.00	48.00	72.00	0.02	0.11	0.01	9.09	0.18	-0.17
10.32	39.00	50.00	73.00	0.00	0.05	0.01	9.06	0.21	-0.17
10.36	39.00	51.00	73.00	0.00	0.00	0.01	9.05	0.21	-0.16
10.4	36.00	52.00	74.00	0.00	0.00	0.01	9.02	0.20	-0.16
10.44	36.00	55.00	74.00	0.00	0.00	0.01	9.02	0.19	-0.17
10.48	37.00	56.00	73.00	0.00	0.01	0.01	9.02	0.18	-0.17
10.52	38.00	57.00	73.00	0.00	0.01	0.01	9.02	0.18	-0.18
10.56	38.00	58.00	71.00	0.00	0.01	0.01	9.02	0.19	-0.18
10.6	39.00	58.00	71.00	0.00	0.00	0.01	9.03	0.19	-0.19
10.64	39.00	59.00	70.00	0.00	-0.01	0.01	9.03	0.18	-0.19
10.68	38.00	60.00	69.00	0.00	-0.02	0.02	9.04	0.17	-0.19
10.72	38.00	63.00	68.00	0.00	-0.02	0.02	9.04	0.15	-0.18
10.76	38.00	64.00	67.00	0.00	-0.02	0.02	9.05	0.14	-0.18
10.8	39.00	64.00	65.00	0.00	-0.01	0.02	9.05	0.12	-0.18
10.84	40.00	65.00	64.00	0.00	-0.01	0.02	9.05	0.11	-0.18
10.88	40.00	66.00	63.00	0.01	0.00	0.02	9.06	0.10	-0.18
10.92	39.00	66.00	63.00	0.01	0.00	0.02	9.06	0.10	-0.18
10.96	37.00	66.00	64.00	0.01	0.00	0.02	9.06	0.09	-0.18
11	37.00	66.00	64.00	0.01	0.01	0.02	9.07	0.08	-0.18
11.04	35.00	66.00	65.00	0.01	0.02	0.02	9.07	0.08	-0.18
11.08	33.00	65.00	65.00	0.01	0.02	0.01	9.05	0.08	-0.18
11.12	33.00	65.00	65.00	0.01	0.02	0.01	9.05	0.09	-0.17
11.16	34.00	64.00	63.00	0.00	0.02	0.01	9.07	0.09	-0.17
11.2	38.00	64.00	54.00	-0.06	0.03	0.01	9.16	0.10	-0.19
11.24	38.00	64.00	41.00	-0.10	0.06	0.01	9.20	0.14	-0.24
11.28	32.00	63.00	35.00	-0.66	0.06	0.04	10.37	0.27	-0.37
11.32	22.00	57.00	31.00	-1.56	-0.31	0.11	11.71	0.45	-0.71
11.36	15.00	40.00	27.00	-2.86	-0.31	0.29	13.22	0.54	-1.48
11.4	9.00	25.00	24.00	-3.31	0.42	0.47	13.22	0.54	-8.32
11.44	7.00	21.00	22.00	-3.31	0.42	1.17	12.96	-0.34	-9.08
11.48	6.00	18.00	20.00	-2.55	-0.01	1.28	11.20	-0.49	-9.08
11.52	5.00	14.00	19.00	-2.12	-0.38	1.28	11.20	-0.34	-5.59
11.56	3.00	11.00	18.00	-1.63	-0.38	1.08	10.93	1.07	-1.67
11.6	3.00	8.00	16.00	-0.60	0.15	0.52	8.51	1.07	1.75
11.64	2.00	6.00	15.00	0.43	0.31	-0.44	5.44	0.48	1.76
11.68	2.00	5.00	14.00	0.89	0.47	-0.56	4.66	0.48	1.76
11.72	2.00	4.00	13.00	1.36	0.84	-0.61	4.64	0.48	1.76
11.76	1.00	3.00	12.00	2.07	0.84	-0.66	4.64	-0.16	0.94
11.8	1.00	3.00	12.00	2.41	0.74	-0.66	5.78	-0.16	-0.48
11.84	1.00	2.00	11.00	2.41	0.63	-0.38	6.41	-0.16	-2.46
11.88	1.00	2.00	10.00	2.40	0.51	-0.12	6.85	-0.34	-5.14
11.92	1.00	2.00	10.00	1.69	0.40	0.02	8.00	-0.45	-6.13
11.96	1.00	1.00	9.00	1.47	0.07	0.02	8.16	-0.34	-6.16
12	0.00	1.00	8.00	1.23	0.07	-0.65	8.20	0.41	-6.14
12.04	0.00	1.00	8.00	0.75	-0.07	-0.67	8.20	0.41	-6.16
12.08	0.00	1.00	7.00	0.41	-0.75	-0.67	10.11	-0.44	-6.14
12.12	3.00	6.00	7.00	0.40	-0.75	-0.55	10.11	-0.47	-5.57
12.16	3.00	11.00	9.00	0.24	-0.33	-0.16	9.42	-0.47	-3.65
12.2	3.00	14.00	18.00	0.10	-0.09	-0.05	9.17	-0.07	-1.18
12.24	3.00	17.00	21.00	0.00	-0.09	-0.02	9.12	0.07	-0.50
12.28	3.00	22.00	23.00	0.00	-0.08	-0.01	9.08	0.07	-0.33
12.32	3.00	26.00	26.00	-0.02	-0.08	-0.01	9.01	-0.02	-0.30
12.36	7.00	29.00	30.00	-0.02	0.03	-0.01	9.01	-0.02	-0.29
12.4	12.00	33.00	44.00	0.03	0.12	-0.01	9.05	0.01	-0.28
12.44	21.00	39.00	56.00	0.05	0.12	-0.01	9.05	0.06	-0.26
12.48	27.00	44.00	63.00	0.05	0.09	0.00	9.08	0.11	-0.24
12.52	29.00	46.00	69.00	0.04	0.06	0.01	9.08	0.13	-0.22
12.56	31.00	48.00	72.00	0.03	0.06	0.01	9.05	0.14	-0.21
12.6	34.00	48.00	72.00	0.01	0.06	0.01	9.04	0.14	-0.20
12.64	40.00	49.00	72.00	-0.01	0.08	0.01	9.04	0.17	-0.20
12.68	44.00	49.00	72.00	-0.01	0.08	0.01	9.03	0.23	-0.22
12.72	44.00	50.00	72.00	0.00	0.02	0.01	9.03	0.24	-0.22
12.76	44.00	51.00	72.00	0.00	0.00	0.01	9.02	0.24	-0.23
12.8	44.00	52.00	72.00	0.00	-0.01	0.01	9.02	0.23	-0.23
12.84	42.00	54.00	72.00	0.01	-0.02	0.01	9.02	0.22	-0.23
12.88	40.00	55.00	72.00	0.01	-0.02	0.01	9.03	0.20	-0.23
12.92	38.00	56.00	72.00	0.01	-0.01	0.01	9.03	0.18	-0.23
12.96	38.00	58.00	72.00	0.01	0.00	0.01	9.03	0.17	-0.23
13	38.00	58.00	73.00	0.01	0.01	0.01	9.02	0.16	-0.23
13.04	38.00	58.00	73.00	0.01	0.01	0.01	9.03	0.16	-0.23
13.08	38.00	59.00	73.00	0.01	0.01	0.01	9.03	0.15	-0.22
13.12	38.00	59.00	73.00	0.01	0.01	0.01	9.04	0.15	-0.21
13.16	38.00	60.00	73.00	0.01	0.01	0.01	9.04	0.16	-0.21
13.2	39.00	60.00	73.00	0.01	0.01	0.01	9.03	0.16	-0.21
13.24	39.00	61.00	73.00	0.02	0.02	0.01	9.03	0.15	-0.21
13.28	40.00	61.00	72.00	0.02	0.03	0.01	9.03	0.15	-0.19
13.32	43.00	60.00	71.00	0.01	0.04	0.01	9.02	0.15	-0.19
13.36	47.00	60.00	70.00	0.01	0.07	0.01	9.02	0.17	-0.19
13.4	49.00	60.00	68.00	0.00	0.07	0.01	9.02	0.21	-0.18
13.44	51.00	60.00	66.00	0.00	0.06	0.01	9.02	0.22	-0.18
13.48	54.00	60.00	57.00	-0.04	0.06	0.01	9.07	0.23	-0.20
13.52	54.00	60.00	45.00	-0.17	0.10	0.01	9.23	0.28	-0.26
13.56	53.00	60.00	39.00	-0.17	0.13	0.05	9.26	0.33	-0.29
13.6	44.00	56.00	33.00	-0.80	0.10	0.06	10.67	0.51	-0.53
13.64	29.00	40.00	30.00	-1.82	0.20	0.17	14.16	1.03	-1.17
13.68	20.00	26.00	27.00	-1.98	0.33	1.12	14.16	1.03	-3.16
13.72	14.00	19.00	25.00	-1.98	0.40	1.12	13.41	1.65	-5.71
13.76	12.00	15.00	23.00	-1.98	0.40	0.96	12.23	1.31	-5.71
13.8	10.00	13.00	21.00	-1.91	0.13	0.72	12.23	1.31	-3.01
13.84	8.00	11.00	20.00	-1.70	0.07	0.72	11.03	0.98	-1.15
13.88	7.00	8.00	18.00	-0.93	-0.52	0.97	9.73	0.98	0.66
13.92	6.00	6.00	18.00	0.10	-0.52	0.97	7.97	1.67	1.34
13.96	5.00	5.00	16.00	0.72	-0.08	0.28	6.22	1.67	1.34
14	4.00	4.00	15.00	0.91	0.31	-0.35	4.76	1.32	0.87
14.04	4.00	3.00	14.00	1.32	0.59	-0.91	4.44	1.18	0.78
14.08	4.00	2.00	13.00	1.52	0.85	-1.20	4.44	0.91	-0.49
14.12	3.00	2.00	12.00	1.68	0.85	-1.20	4.85	0.38	-1.77
14.16	3.00	2.00	11.00	1.80	0.60	-1.00	5.75	0.20	-3.37
14.2	3.00	1.00	11.00	1.80	0.19	-0.87	7.09	-0.15	-4.58
14.24	2.00	1.00	10.00	1.44	0.06	-0.87	7.89	-0.15	-5.39
14.28	2.00	1.00	9.00	1.11	-0.13	-0.94	8.03	0.05	-5.44
14.32	2.00	1.00	9.00	0.77	-0.30	-0.94	8.58	0.61	-5.44
14.36	2.00	1.00	8.00	0.52	-0.35	-0.91	9.01	0.61	-5.44
14.4	2.00	1.00	7.00	-0.04	-0.39	-0.53	8.58	1.09	-4.79
14.44	2.00	1.00	6.00	-0.04	-0.73	0.21	12.26	0.37	-4.77
